OBJECTID,id,airport_ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords,description,frequency_mhz,runway_length_ft,runway_width_ft,runway_surface,runway_lighted,runway_closed
16386,1318,CNL4,small_airport,Port Elgin Airport,44.414349,-81.417017,650,NA,CA,CA-ON,Saugeen Shores,no,CNL4,,CNL4,,https://en.wikipedia.org/wiki/Port_Elgin_Airport,NL4,,,3800,175,TURF,0,0
16389,1324,CNM5,small_airport,Kingfisher Lake Airport,53.0125007629395,-89.8553009033203,866,NA,CA,CA-ON,Kingfisher Lake,yes,CNM5,KIF,CNM5,,https://en.wikipedia.org/wiki/Kingfisher_Lake_Airport,NM5,,,3520,100,GRVL/CLAY,0,0
16394,1343,CNT3,small_airport,Ogoki Post Airport,51.6585998535,-85.9017028809,594,NA,CA,CA-ON,Ogoki Post,yes,CYKP,YOG,CYKP,,https://en.wikipedia.org/wiki/Ogoki_Post_Airport,NT3,,,3500,100,GRVL,0,0
16396,1348,CNU4,small_airport,Belleville Aerodrome,44.1922,-77.309402,320,NA,CA,CA-ON,Belleville,no,CNU4,,CNU4,,https://en.wikipedia.org/wiki/Belleville_Aerodrome,NU4,,,3280,150,TURF/GRVL,0,0
16397,1359,CNX 3.00,small_airport,Carey Lake Airport,49.7442,-84.034,837,NA,CA,CA-ON,Carey Lake,no,CNX 3.00,,CNX 3.00,,https://en.wikipedia.org/wiki/Carey_Lake_Airport,NX3,,,3170,75,GRVL,0,0
16402,16856,CO02,small_airport,Harrington Ranch Airport,39.6296997070313,-104.518997192383,5975,NA,US,US-CO,Bennet,no,CO02,,CO02,,,,,,3500,50,TURF,0,0
16406,16860,CO06,small_airport,Wirth Field,40.513599395752,-103.912002563477,4881,NA,US,US-CO,New Raymer,no,CO06,,CO06,,,,,,4420,40,TURF,0,0
16409,16864,CO10,small_airport,Lemons Private Strip,39.994701385498,-105.223999023438,5230,NA,US,US-CO,Boulder,no,CO10,,CO10,,,,,,3000,75,TURF-GRVL,0,0
16411,16866,CO12,small_airport,Brighton Van-Aire Estates Airport,39.98352,-104.70464,5055,NA,US,US-CO,Brighton,no,CO12,,CO12,,,,,,3950,50,ASPH,1,0
16414,16872,CO18,small_airport,Chaparral Airport,39.464001,-104.258003,5930,NA,US,US-CO,Deer Trail,no,CO18,,CO18,,,,,,3300,80,TURF,0,0
16415,16873,CO19,small_airport,Tezak Airport,38.43568,-105.26028,6280,NA,US,US-CO,Canon City,no,CO19,,CO19,,,,,,3000,40,GRAVEL,0,0
16418,43038,CO22,small_airport,Hildebrandt Airport,39.279623,-102.47474,4300,NA,US,US-CO,Bethune,no,CO22,,CO22,,,,,,4000,75,GRVL,0,0
16421,16879,CO25,small_airport,Metrogro Farm Airport,39.494857,-103.727361,5240,NA,US,US-CO,Agate,no,CO25,,CO25,,,,,,3700,48,ASPH,0,0
16432,16892,CO38,small_airport,Comanche Airfield Llc Airport,39.747200012207,-104.313003540039,5350,NA,US,US-CO,Strasburg,no,CO38,,CO38,,,,,,3000,80,DIRT,0,0
16437,16897,CO43,small_airport,Pinyon Airport,39.002799987793,-108.709999084473,6980,NA,US,US-CO,Glade Park,no,CO43,,CO43,,,,,,3400,90,DIRT,0,0
16448,16908,CO54,small_airport,G W Flanders Ranch Strip,38.9832992553711,-104.634002685547,7260,NA,US,US-CO,Falcon,no,CO54,,CO54,,,,,,4000,60,DIRT,0,0
16449,16910,CO56,small_airport,Jjs Airport,39.9640998840332,-104.462997436523,5075,NA,US,US-CO,Keenesburg,no,CO56,,CO56,,,,,,4280,40,DIRT,0,0
16458,16919,CO65,small_airport,Geary Ranch Airport,38.0457992553711,-105.471000671387,8300,NA,US,US-CO,Westcliffe,no,CO65,,CO65,,,,,,4200,30,GRVL,0,0
16464,16926,CO73,small_airport,Air Sprayers Number 2 Airport,38.11172,-102.21524,3610,NA,US,US-CO,Hartman,no,CO73,,CO73,,,,,,3500,100,TURF,0,0
16467,16929,CO76,small_airport,Eden Ranch Airport,38.835708,-107.867003,6150,NA,US,US-CO,Hotchkiss,no,CO76,,CO76,,,,,,3000,100,DIRT,0,0
16470,16933,CO80,small_airport,Fowler Airport,38.0724983215332,-104.045997619629,4428,NA,US,US-CO,Fowler,no,CO80,,CO80,,,,,,3240,40,ASPH,0,0
16474,16937,CO84,small_airport,Idlers Field,39.6082992553711,-102.541000366211,4159,NA,US,US-CO,Kirk,no,CO84,,CO84,,,,,,4250,65,DIRT,0,0
16481,16946,CO93,small_airport,Perry Park Airport,39.25,-104.890998840332,6700,NA,US,US-CO,Larkspur,no,CO93,,CO93,,,,,,5700,75,GRVL,0,0
16494,1397,CPE6,small_airport,South River/Sundridge Airport & Float Plane Base,45.8210983276367,-79.3233032226563,1160,NA,CA,CA-ON,South River - Sundridge,no,CPE6,,CPE6,http://www.flyalmaguin.com,https://en.wikipedia.org/wiki/South_River/Sundridge_Airport,"PE6, almaguin, South River Sundridge",,,3200,150,TURF,0,0
16511,1465,CPV7,small_airport,Poplar Hill Airport,52.1133,-94.2556,1095,NA,CA,CA-ON,Poplar Hill,yes,CYHP,YHP,CPV7,,https://en.wikipedia.org/wiki/Poplar_Hill_Airport,,,,3500,100,CLAY/GRVL,0,0
16512,1466,CPV8,small_airport,Keewaywin Airport,52.9911,-92.836403,988,NA,CA,CA-ON,Keewaywin,no,CPV8,KEW,CPV8,,https://en.wikipedia.org/wiki/Keewaywin_Airport,,,,3500,100,GRVL,0,0
16517,355458,CRHA,small_airport,Streatham Reef Hueston Airfield,53.822569,-126.172957,,NA,CA,CA-BC,Streatham,yes,CRHA,,CRHA,,,,,,9300,115,Asphalt,1,0
16518,1490,CRL2,small_airport,Westport / Rideau Lakes Airport,44.6666651766,-76.3966673613,500,NA,CA,CA-ON,Westport,no,CRL2,,CRL2,,https://en.wikipedia.org/wiki/Westport/Rideau_Lakes_Airport,RL2,,,3000,60,TURF/GRVL,0,0
16519,1492,CRL4,small_airport,Kirby Lake Airport,55.355598,-110.637001,2260,NA,CA,CA-AB,Kirby Lake,no,CRL4,KFM,CRL4,,https://en.wikipedia.org/wiki/Kirby_Lake_Airport,,,,4920,,UNK,0,0
16520,1495,CRP2,small_airport,R.M. of Pipestone Airport,49.5806007385254,-101.053001403809,1488,NA,CA,CA-MB,Reston,no,CRP2,,CRP2,,https://en.wikipedia.org/wiki/Reston/R.M._of_Pipestone_Airport,RP2,,,3000,70,GRAVEL,0,0
16526,1514,CSF3,small_airport,Poste Montagnais (Mile 134) Airport,51.888599395752,-65.7149963378906,1987,NA,CA,CA-QC,Poste Montagnais,no,CSF3,,CSF3,,https://en.wikipedia.org/wiki/Poste_Montagnais_(Mile_134)_Airport,SF3,,,4025,75,GRAVEL,0,0
16528,1522,CSH5,small_airport,Saint-Ferdinand Airport,46.126099,-71.536102,1050,NA,CA,CA-QC,Saint-Ferdinand,no,CSH5,,CSH5,,https://en.wikipedia.org/wiki/St-Ferdinand_Airport,St-Ferdinand,,,3000,75,TURF/GRAVEL,0,0
16529,1525,CSJ2,small_airport,Kanawata Aeroparc Airport,47.5946998596191,-74.1335983276367,1350,NA,CA,CA-QC,Kanawata,no,CSJ2,,CSJ2,,https://en.wikipedia.org/wiki/Kanawata_Aeroparc,SJ2,,,3000,100,SAND/GRAVEL,0,0
16537,1540,CSM5,small_airport,St-Michel-Des-Saints Airport,46.6808013916016,-73.9935989379883,1372,NA,CA,CA-QC,St-Michel-Des-Saints,no,CSM5,,CSM5,,https://en.wikipedia.org/wiki/St-Michel-Des-Saints_Airport,SM5,,,3000,75,GRAVEL,0,0
16543,16957,CSR,small_airport,Campbell Airstrip,61.1586990356445,-149.781005859375,286,NA,US,US-AK,Anchorage,no,CSR,,CSR,,,,,,5000,150,GRVL-TRTD,0,0
16545,1563,CSU2,small_airport,Chisasibi Airport,53.8055992126465,-78.9169006347656,43,NA,CA,CA-QC,Chisasibi,yes,CSU2,YKU,CSU2,,https://en.wikipedia.org/wiki/Chisasibi_Airport,SU2,,,3792,100,GRAVEL,0,0
16551,1574,CSX7,small_airport,Sexsmith (Exeter) Airport,43.376357,-81.507139,856,NA,CA,CA-ON,Bluewater,no,CSX7,,CSX7,,https://en.wikipedia.org/wiki/Sexsmith/Exeter_Airport,SX7,,,3100,90,TURF/SNOW,0,0
16553,1581,CSZ3,small_airport,Mont-Tremblant / St-Jovite Airport,46.154202,-74.583603,790,NA,CA,CA-QC,Mont-Tremblant,no,CSZ3,,CSZ3,,https://en.wikipedia.org/wiki/Mont-Tremblant/St-Jovite_Airport,SZ3,,,3300,150,TURF,0,0
16578,16981,CT24,small_airport,North Canaan Aviation Facilities Inc Airport,42.0453987121582,-73.3386993408203,658,NA,US,US-CT,North Canaan,no,CT24,,CT24,,,,,,3100,75,TURF,0,0
16647,1594,CTF3,small_airport,Causapscal Airport,48.311857,-67.250147,340,NA,CA,CA-QC,Causapscal,no,CTF3,,CTF3,,,TF3,,,3000,75,GRAVEL,0,0
16649,1603,CTK2,small_airport,Senneterre Airport,48.3405990600586,-77.1810989379883,1106,NA,CA,CA-QC,Senneterre,no,CTK2,,CTK2,,https://en.wikipedia.org/wiki/Senneterre_Airport,TK2,,,4000,100,SOFT SAND,0,0
16651,43330,CTK7,small_airport,Selkirk / Kindy Airstrip,42.851112,-79.879166,686,NA,CA,CA-ON,Selkirk,no,CTK7,,TK7,,,,,,3000,100,Turf/Snow,0,0
16652,1606,CTN6,small_airport,Treherne (South Norfolk Airpark) Airport,49.6596984863281,-98.6652984619141,1190,NA,CA,CA-MB,Treherne,no,CTN6,,CTN6,,https://en.wikipedia.org/wiki/Treherne_(South_Norfolk_Airpark),TN6,,,3100,70,GRAVEL/TURF,0,0
16654,1608,CTP9,small_airport,Donaldson Airport,61.6622009277,-73.3214035034,1902,NA,CA,CA-QC,Kattiniq,no,CTP9,YAU,CTP9,,https://en.wikipedia.org/wiki/Kattiniq/Donaldson_Airport,TP9,,,6529,150,GRAVEL,0,0
16660,1618,CTU2,small_airport,Fontanges Airport,54.553901672363,-71.173301696777,1550,NA,CA,CA-QC,Fontanges,no,CTU2,YFG,CTU2,,https://en.wikipedia.org/wiki/Fontages_Airport,TU2,,,4900,150,GRAVEL,0,0
20005,44471,cvb2,small_airport,Voisey's Bay Airport,56.344722,-62.088056,,NA,CA,CA-NL,Natuashish,no,CVB2,,CVB2,,,,Voisey's Bay,123.2,5000,,Gravel,0,0
20010,46596,CYAB,small_airport,Arctic Bay Airport,73.006101,-85.04616,72,NA,CA,CA-NU,Arctic Bay,yes,CYAB,YAB,,,https://en.wikipedia.org/wiki/Arctic_Bay_Airport,CJX7,,122.1,3935,98,Gravel,1,0
20012,1657,CYAM,medium_airport,Sault Ste Marie Airport,46.483216,-84.508467,630,NA,CA,CA-ON,Sault Ste Marie,yes,CYAM,YAM,,http://www.saultairport.com/,https://en.wikipedia.org/wiki/Sault_Ste._Marie_Airport,,MF,118.8,6000,200,ASP,1,0
20013,1661,CYAU,small_airport,Liverpool South Shore Regional Airport,44.230301,-64.856102,321,NA,CA,CA-NS,Greenfield,no,CYAU,,,,https://en.wikipedia.org/wiki/Liverpool/South_Shore_Regional_Airport,"YAU, Greenfield Dragway",MONCTON CNTR,123.9,3937,75,ASP,1,0
20016,1664,CYAX,medium_airport,Lac Du Bonnet Airport,50.294399,-96.010002,850,NA,CA,CA-MB,Lac Du Bonnet,yes,CYAX,,,,https://en.wikipedia.org/wiki/Lac_du_Bonnet_Airport,YAX,ATF/UNICOM,122.8,3600,75,ASP,1,0
20017,1665,CYAY,medium_airport,St. Anthony Airport,51.391909,-56.08321,108,NA,CA,CA-NL,St. Anthony,yes,CYAY,YAY,,,https://en.wikipedia.org/wiki/St._Anthony_Airport,,ATF,122.3,4000,100,ASP,1,0
20018,1666,CYAZ,medium_airport,Tofino / Long Beach Airport,49.079833,-125.775583,80,NA,CA,CA-BC,Tofino,yes,CYAZ,YAZ,,http://www.acrd.bc.ca/long-beach-airport,https://en.wikipedia.org/wiki/Tofino_Airport,,VANCOUVER CNTR,132.9,4999,150,CON,0,0
20019,1667,CYBA,small_airport,Banff Airport,51.208222,-115.540624,4583,NA,CA,CA-AB,Banff,no,CYBA,YBA,,,https://en.wikipedia.org/wiki/Banff_Airport,YBA,Banff Traffic,123.3,3000,190,TURF/SNOW,0,0
20020,1668,CYBB,medium_airport,Kugaaruk Airport,68.534401,-89.808098,56,NA,CA,CA-NU,Kugaaruk,yes,CYBB,YBB,,,https://en.wikipedia.org/wiki/Kugaaruk_Airport,"YBB, Pelly Bay Townsite Airport",MANDATORY FREQ,122.1,5000,100,GVL,1,0
20021,1669,CYBC,medium_airport,Baie-Comeau Airport,49.1325,-68.204399,71,NA,CA,CA-QC,Baie-Comeau,yes,CYBC,YBC,YBC,,https://en.wikipedia.org/wiki/Baie-Comeau_Airport,,MONTREAL CNTR,134.65,6000,150,ASP,1,0
20022,1670,CYBD,medium_airport,Bella Coola Airport,52.387501,-126.596001,117,NA,CA,CA-BC,Bella Coola,yes,CYBD,QBC,,,https://en.wikipedia.org/wiki/Bella_Coola_Airport,YBD,ATF,122.8,4200,100,ASP,0,0
20024,1672,CYBF,medium_airport,Bonnyville Airport,54.304199,-110.744003,1836,NA,CA,CA-AB,Bonnyville,yes,CYBF,YBY,,http://town.bonnyville.ab.ca/livingin/airport/index.html,https://en.wikipedia.org/wiki/Bonnyville_Airport,YBF,ATF,123.2,4433,75,ASP,1,0
20025,1673,CYBG,medium_airport,CFB Bagotville / Saguenay-Bagotville Airport,48.331908,-70.992909,522,NA,CA,CA-QC,La Baie,yes,CYBG,YBG,,,https://en.wikipedia.org/wiki/CFB_Bagotville,Bagotville Airport,TRML,127.2,10000,150,CON,1,0
20026,1674,CYBK,medium_airport,Baker Lake Airport,64.2988967896,-96.077796936,59,NA,CA,CA-NU,Baker Lake,yes,CYBK,YBK,,,https://en.wikipedia.org/wiki/Baker_Lake_Airport,,ARCTIC RDO,568,4200,100,GVL,1,0
20027,1675,CYBL,medium_airport,Campbell River Airport,49.950802,-125.271004,346,NA,CA,CA-BC,Campbell River,yes,CYBL,YBL,YBL,,https://en.wikipedia.org/wiki/Campbell_River_Airport,,COMOX TRML ARR/DEP,123.7,6499,150,ASP,1,0
20029,1682,CYBW,medium_airport,Calgary / Springbank Airport,51.1031,-114.374001,3940,NA,CA,CA-AB,Calgary,no,CYBW,,,http://www.ybw.ca/,https://en.wikipedia.org/wiki/Calgary/Springbank_Airport,YBW,MF CALGARY  RDO,118.2,3423,100,ASP,1,0
20030,1683,CYBX,medium_airport,Lourdes-de-Blanc-Sablon Airport,51.4436,-57.185299,121,NA,CA,CA-QC,Blanc-Sablon,yes,CYBX,YBX,,,https://en.wikipedia.org/wiki/Lourdes-de-Blanc-Sablon_Airport,,QUEBEC RDO,122,4500,150,ASP,1,0
20031,1685,CYCB,medium_airport,Cambridge Bay Airport,69.1081008911,-105.138000488,90,NA,CA,CA-NU,Cambridge Bay,yes,CYCB,YCB,,,https://en.wikipedia.org/wiki/Cambridge_Bay_Airport,,ARTIC RDO,126.7,5000,150,GVL,1,0
20032,1686,CYCC,medium_airport,Cornwall Regional Airport,45.092637,-74.567724,175,NA,CA,CA-ON,Cornwall,no,CYCC,YCC,,,https://en.wikipedia.org/wiki/Cornwall_Regional_Airport,,BOSTON CNTR,135.25,3500,100,ASP,1,0
20033,1687,CYCD,medium_airport,Nanaimo Airport,49.05497,-123.869863,92,NA,CA,CA-BC,Nanaimo,yes,CYCD,YCD,,https://www.nanaimoairport.com/,https://en.wikipedia.org/wiki/Nanaimo_Airport,,VICTORIA TRML,133.95,6602,150,ASP,1,0
20034,1688,CYCE,medium_airport,Centralia / James T. Field Memorial Aerodrome,43.285599,-81.508301,824,NA,CA,CA-ON,Huron Park,no,CYCE,YCE,CYCE,,https://en.wikipedia.org/wiki/Centralia/Huron_Airpark,"RCAF Station Centralia, Huron Airpark",ATF/UNICOM,122.8,5012,100,ASP,1,0
20035,1689,CYCG,medium_airport,Castlegar/West Kootenay Regional Airport,49.2963981628,-117.632003784,1624,NA,CA,CA-BC,Castlegar,yes,CYCG,YCG,,,https://en.wikipedia.org/wiki/Castlegar_Airport,,ATF,122.1,5300,150,ASP,1,0
20036,1690,CYCH,medium_airport,Miramichi Airport,47.007801,-65.449203,108,NA,CA,CA-NB,Miramichi,yes,CYCH,YCH,,,https://en.wikipedia.org/wiki/Miramichi_Airport,"CFB Chatham, RCAF Station Chatham",MONCTON CNTR,123.7,5200,150,ASP,0,1
20037,1364,CYCK,small_airport,Chatham Kent Airport,42.3064002991,-82.0819015503,650,NA,CA,CA-ON,Chatham-Kent,no,CYCK,XCM,NZ3,,https://en.wikipedia.org/wiki/Chatham-Kent_Airport,CNZ3,CLEVELAND CNTR,132.25,5000,75,ASP,1,0
20038,1691,CYCL,medium_airport,Charlo Airport,47.990799,-66.330299,132,NA,CA,CA-NB,Charlo,yes,CYCL,YCL,,,https://en.wikipedia.org/wiki/Charlo_Airport,,MF,122.2,6000,150,ASP,1,0
20039,1692,CYCN,medium_airport,Cochrane Airport,49.105598449707,-81.0136032104492,861,NA,CA,CA-ON,Cochrane,no,CYCN,YCN,,,https://en.wikipedia.org/wiki/Cochrane_Airport,,ATF,122.8,4500,100,ASP,1,0
20040,1693,CYCO,medium_airport,Kugluktuk Airport,67.816704,-115.143997,74,NA,CA,CA-NU,Kugluktuk,yes,CYCO,YCO,,,https://en.wikipedia.org/wiki/Kugluktuk_Airport,Copper Mine Airport,MANDATORY FREQ,122.1,5500,100,GVL,1,0
20041,1694,CYCP,medium_airport,Blue River Airport,52.11669921875,-119.282997131348,2240,NA,CA,CA-BC,Blue River,no,CYCP,,,,https://en.wikipedia.org/wiki/Blue_River_Airport,YCP,ATF,123.2,5000,60,ASP,0,0
20042,1695,CYCQ,medium_airport,Chetwynd Airport,55.687198638916,-121.626998901367,2000,NA,CA,CA-BC,Chetwynd,no,CYCQ,YCQ,,,https://en.wikipedia.org/wiki/Chetwynd_Airport,,ATF,123.2,4484,100,ASP,1,0
20043,1698,CYCT,small_airport,Coronation Airport,52.0750007629,-111.444999695,2595,NA,CA,CA-AB,Coronation,no,CYCT,YCT,,,https://en.wikipedia.org/wiki/Coronation_Airport,YCT,ATF,122.8,3000,75,ASP,1,0
20044,1699,CYCW,small_airport,Chilliwack Airport,49.153157,-121.939309,32,NA,CA,CA-BC,Chilliwack,no,CYCW,YCW,,,https://en.wikipedia.org/wiki/Chilliwack_Airport,YCW,ATF/UNICOM,122.7,3990,75,ASP,1,0
20045,1701,CYCY,medium_airport,Clyde River Airport,70.4860992432,-68.5167007446,87,NA,CA,CA-NU,Clyde River,yes,CYCY,YCY,,,https://en.wikipedia.org/wiki/Clyde_River_Airport,,MANDATORY FREQ,122.1,3500,100,GVL,1,0
20046,1702,CYCZ,small_airport,Fairmont Hot Springs Airport,50.331052,-115.873739,2661,NA,CA,CA-BC,Fairmont Hot Springs,no,CYCZ,YCZ,,,https://en.wikipedia.org/wiki/Fairmont_Hot_Springs_Airport,YCZ,ATF,123.2,6003,100,ASP,1,0
20047,1703,CYDA,medium_airport,Dawson City Airport,64.043098449707,-139.128005981445,1215,NA,CA,CA-YT,Dawson City,yes,CYDA,YDA,,,https://en.wikipedia.org/wiki/Dawson_City_Airport,,MANDATORY FREQ,122.1,5000,100,CON,1,0
20048,1704,CYDB,medium_airport,Burwash Airport,61.371101,-139.041,2647,NA,CA,CA-YT,Burwash Landing,no,CYDB,YDB,,,https://en.wikipedia.org/wiki/Burwash_Airport,,MANDTORY FREQUENCY,122.1,5000,100,GVL,1,0
20049,1705,CYDC,medium_airport,Princeton Airport,49.4681015015,-120.511001587,2298,NA,CA,CA-BC,Town of Princeton,no,CYDC,,,http://princetonairport.ca,https://en.wikipedia.org/wiki/Princeton_Airport_(British_Columbia),YDC,ATF,123.2,3932,75,ASP,0,0
20050,1706,CYDF,medium_airport,Deer Lake Airport,49.2108001708984,-57.3913993835449,72,NA,CA,CA-NL,Deer Lake,yes,CYDF,YDF,,,https://en.wikipedia.org/wiki/Deer_Lake_Airport_(Newfoundland),,GANDER CNTR,134.6,8005,150,ASP,1,0
20051,1708,CYDL,small_airport,Dease Lake Airport,58.4221992493,-130.031997681,2600,NA,CA,CA-BC,Dease Lake,no,CYDL,YDL,,,https://en.wikipedia.org/wiki/Dease_Lake_Airport,YDL,ATF,123.2,6000,90,ASP,1,0
20053,1711,CYDO,medium_airport,Dolbeau St Felicien Airport,48.778499603271,-72.375,372,NA,CA,CA-QC,Dolbeau-St-Félicien,no,CYDO,YDO,,,https://en.wikipedia.org/wiki/Dolbeau-St-F%C3%A9licien_Airport,Dolbeau St Methode,ROBERVAL RDO,126.7,4971,100,ASP,1,0
20054,1713,CYDQ,medium_airport,Dawson Creek Airport,55.7422981262207,-120.182998657227,2148,NA,CA,CA-BC,Dawson Creek,yes,CYDQ,YDQ,,,https://en.wikipedia.org/wiki/Dawson_Creek_Airport,,MF PEACE RIVER RDO,122.2,5000,150,ASP,1,0
20055,1716,CYEE,medium_airport,Huronia Airport,44.6833000183,-79.9282989502,770,NA,CA,CA-ON,Midland,no,CYEE,,YEE,,https://en.wikipedia.org/wiki/Midland/Huronia_Airport,,TORONTO CNTR,124.025,3998,75,ASP,1,0
20056,1717,CYEG,large_airport,Edmonton International Airport,53.3097,-113.580002,2373,NA,CA,CA-AB,Edmonton,yes,CYEG,YEG,CYEG,http://www.edmontonairports.com/,https://en.wikipedia.org/wiki/Edmonton_International_Airport,,TWR VFR ADVSY SVC,118.3,11000,200,ASP,1,0
20057,1718,CYEK,medium_airport,Arviat Airport,61.0942001343,-94.0708007812,32,NA,CA,CA-NU,Arviat,yes,CYEK,YEK,,,https://en.wikipedia.org/wiki/Arviat_Airport,,AWOS,128.7,4000,100,GVL,1,0
20058,1719,CYEL,medium_airport,Elliot Lake Municipal Airport,46.351398468,-82.5614013672,1087,NA,CA,CA-ON,Elliot Lake,no,CYEL,YEL,,http://cyelont.tripod.com/cyel/,https://en.wikipedia.org/wiki/Elliot_Lake_Municipal_Airport,,TORONTO CNTR,135.4,4500,100,ASP,1,0
20059,1720,CYEM,medium_airport,Manitoulin East Municipal Airport,45.842435,-81.857595,869,NA,CA,CA-ON,Sheguiandah,no,CYEM,YEM,,,https://en.wikipedia.org/wiki/Manitowaning/Manitoulin_East_Municipal_Airport,,TORONTO CNTR,135.4,3500,100,ASP,1,0
20060,1721,CYEN,medium_airport,Estevan Airport,49.2103004456,-102.966003418,1905,NA,CA,CA-SK,Estevan,no,CYEN,YEN,,,https://en.wikipedia.org/wiki/Estevan_Regional_Aerodrome,YEN,ATF,123,5000,100,ASP,1,0
20061,1723,CYES,small_airport,Edmundston Airport,47.487208,-68.477732,490,NA,CA,CA-NB,Edmundston,no,CYES,,,,https://en.wikipedia.org/wiki/Edmundston_Airport,YES,ATF/UNICOM,122.8,4499,75,ASP,1,0
20062,1724,CYET,medium_airport,Edson Airport,53.5788993835,-116.464996338,3043,NA,CA,CA-AB,Edson,no,CYET,YET,,,https://en.wikipedia.org/wiki/Edson_Airport,,ATF,123.2,6000,100,ASP,1,0
20063,1725,CYEU,small_airport,Eureka Airport,79.9946975708,-85.814201355,256,NA,CA,CA-NU,Eureka,no,CYEU,YEU,,,https://en.wikipedia.org/wiki/Eureka_Aerodrome,YEU,ATF/UNICOM,122.8,4836,150,GVL,1,0
20064,1726,CYEV,medium_airport,Inuvik Mike Zubko Airport,68.3041992188,-133.483001709,224,NA,CA,CA-NT,Inuvik,yes,CYEV,YEV,,,https://en.wikipedia.org/wiki/Inuvik_(Mike_Zubko)_Airport,,Lighted hrs,128.5,6000,150,ASP,1,0
20065,1727,CYEY,medium_airport,Amos/Magny Airport,48.563903,-78.249702,1068,NA,CA,CA-QC,Amos,no,CYEY,YEY,,,https://en.wikipedia.org/wiki/Amos/Magny_Airport,,MONTREAL CNTR,125.9,5000,100,ASP,1,0
20066,1729,CYFB,medium_airport,Iqaluit Airport,63.756402,-68.555801,110,NA,CA,CA-NU,Iqaluit,yes,CYFB,YFB,,,https://en.wikipedia.org/wiki/Iqaluit_Airport,Frobisher Bay Air Base,,122.925,8605,200,ASP,1,0
20067,1730,CYFC,medium_airport,Fredericton Airport,45.8689002990723,-66.5372009277344,68,NA,CA,CA-NB,Fredericton,yes,CYFC,YFC,,,https://en.wikipedia.org/wiki/Greater_Fredericton_Airport,,MF,119,8005,200,ASP,1,0
20068,1731,CYFD,small_airport,Brantford Municipal Airport,43.1314010620117,-80.3424987792969,815,NA,CA,CA-ON,Brantford,no,CYFD,,,http://www.brantfordairport.ca,https://en.wikipedia.org/wiki/Brantford_Airport,YFD,TORONTO TRML,128.27,5000,100,ASP,1,0
20069,1732,CYFE,medium_airport,Forestville Airport,48.7461013793945,-69.0971984863281,293,NA,CA,CA-QC,Forestville,no,CYFE,YFE,,,https://en.wikipedia.org/wiki/Forestville_Airport,,ATF,123.2,5000,100,ASP,1,0
20070,1734,CYFJ,medium_airport,Mont-Tremblant International Airport,46.409401,-74.779999,827,NA,CA,CA-QC,La Macaza,yes,CYFJ,YTM,,http://www.mtia.ca/,https://en.wikipedia.org/wiki/Rivi%C3%A8re_Rouge/Mont-Tremblant_International_Inc_Airport,"YFJ, CYTM",ATF/UNICOM,122.7,5587,100,ASP,1,0
20071,1735,CYFO,medium_airport,Flin Flon Airport,54.6781005859375,-101.681999206543,997,NA,CA,CA-MB,Flin Flon,yes,CYFO,YFO,,,https://en.wikipedia.org/wiki/Flin_Flon_Airport,,WINNIPEG RDO MF,122,5000,150,ASP,1,0
20072,1736,CYFR,medium_airport,Fort Resolution Airport,61.1808013916,-113.690002441,526,NA,CA,CA-NT,Fort Resolution,no,CYFR,YFR,,,https://en.wikipedia.org/wiki/Fort_Resolution_Airport,YFR,MANDATORY FREQ,122.1,4000,100,GVL,1,0
20073,1737,CYFS,medium_airport,Fort Simpson Airport,61.7602005004883,-121.236999511719,555,NA,CA,CA-NT,Fort Simpson,yes,CYFS,YFS,,,https://en.wikipedia.org/wiki/Fort_Simpson_Airport,,EDMONTON CNTR,135.4,6000,150,ASP,1,0
20074,1739,CYGB,medium_airport,Texada Gillies Bay Airport,49.6941986083984,-124.517997741699,326,NA,CA,CA-BC,Texada,yes,CYGB,YGB,,,https://en.wikipedia.org/wiki/Texada/Gillies_Bay_Airport,,ATF,122.7,3000,75,ASP,0,0
20076,1741,CYGE,medium_airport,Golden Airport,51.299196,-116.982002,2575,NA,CA,CA-BC,Golden,no,CYGE,,,,https://en.wikipedia.org/wiki/Golden_Airport,AL4,PACIFIC RDO,126.7,4500,75,ASP,0,0
20077,1742,CYGH,medium_airport,Fort Good Hope Airport,66.2407989501953,-128.651000976563,268,NA,CA,CA-NT,Fort Good Hope,yes,CYGH,YGH,,,https://en.wikipedia.org/wiki/Fort_Good_Hope_Airport,,MANDATORY FREQ,122.1,3000,98,GVL,1,0
20078,1743,CYGK,medium_airport,Kingston Norman Rogers Airport,44.2253,-76.596901,305,NA,CA,CA-ON,Kingston,no,CYGK,YGK,,http://www.ygkairport.com,https://en.wikipedia.org/wiki/Kingston/Norman_Rogers_Airport,,Kingston Traffic,122.5,5000,100,ASP,1,0
20079,1744,CYGL,medium_airport,La Grande Rivière Airport,53.625301361084,-77.7042007446289,639,NA,CA,CA-QC,La Grande Rivière,yes,CYGL,YGL,,,https://en.wikipedia.org/wiki/La_Grande_Rivi%C3%A8re_Airport,,MF,122.3,6500,150,ASP,1,0
